127.0.0.1 - - [15/Mar/2026:07:41:46 +0800] "GET /api/version HTTP/1.0" 404 38 "-" "curl/8.7.1"
127.0.0.1 - - [15/Mar/2026:07:48:51 +0800] "GET /api/health HTTP/1.0" 200 84 "-" "curl/8.7.1"
127.0.0.1 - - [15/Mar/2026:07:48:51 +0800] "POST /api/login HTTP/1.0" 200 77 "-" "curl/8.7.1"
127.0.0.1 - - [15/Mar/2026:07:49:28 +0800] "POST /api/login HTTP/1.0" 200 77 "-" "curl/8.7.1"
127.0.0.1 - - [15/Mar/2026:07:59:53 +0800] "POST /api/login HTTP/1.0" 200 88 "http://47.93.184.128/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:54 +0800] "GET /api/stats HTTP/1.0" 200 109 "http://47.93.184.128/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:54 +0800] "GET /api/cron/stats HTTP/1.0" 200 70 "http://47.93.184.128/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:54 +0800] "GET /api/stocks/stats HTTP/1.0" 200 128 "http://47.93.184.128/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:56 +0800] "GET /api/goals HTTP/1.0" 200 28 "http://47.93.184.128/goals" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects HTTP/1.0" 200 17142 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/48/tasks HTTP/1.0" 200 235 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/50/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/46/tasks HTTP/1.0" 200 638 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/44/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/41/tasks HTTP/1.0" 200 433 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/40/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/42/tasks HTTP/1.0" 200 1315 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/38/tasks HTTP/1.0" 200 230 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/39/tasks HTTP/1.0" 200 640 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/37/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/36/tasks HTTP/1.0" 200 430 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/2/tasks HTTP/1.0" 200 2958 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/1/tasks HTTP/1.0" 200 3925 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/3/tasks HTTP/1.0" 200 15766 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/4/tasks HTTP/1.0" 200 1122 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/6/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/5/tasks HTTP/1.0" 200 217 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/7/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/8/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/9/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/10/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/11/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/13/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/12/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/14/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/15/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/16/tasks HTTP/1.0" 200 245 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/17/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/19/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/18/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/20/tasks HTTP/1.0" 200 1294 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/21/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
127.0.0.1 - - [15/Mar/2026:07:59:57 +0800] "GET /api/projects/22/tasks HTTP/1.0" 200 38 "http://47.93.184.128/projects" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
